1,42.8211
2,46.8139
3,42.7994
4,43.8371
5,40.5963
6,38.4356
7,43.6446
8,42.3732
9,42.97
10,40.7571
11,42.2216
12,50.0127
13,35.0318
14,37.6746
15,38.6043
16,37.9935
17,36.7744
18,40.2958
19,45.3762
20,44.2067
21,48.0443
22,43.3359
23,48.3523
24,49.9723
25,41.8045
26,38.1381
27,38.4275
28,38.8805
29,38.8995
30,37.7846
31,37.8503
32,40.4877
33,37.7281
34,40.1769
35,40.7828
36,42.169
37,46.6461
38,42.8015
39,47.0706
40,47.8995
41,44.1664
42,43.6117
43,47.2429
44,42.6774
45,41.2031
46,41.6391
47,46.9307
48,48.7406
49,45.9868
50,48.1675
51,46.4408
52,47.2264
53,48.8707
54,48.7395
55,47.2455
56,48.7071
57,51.3008
58,48.6187
59,49.8015
60,50.6937
61,47.2175
62,38.1343
63,38.1049
64,38.3401
65,38.1601
66,37.3568
67,36.843
68,36.0528
69,37.9923
70,38.104
71,38.1161
72,39.2165
73,41.2221
74,41.6535
75,44.8859
76,43.1412
77,38.4122
78,38.3575
79,38.8896
80,40.1483
81,37.9816
82,38.5828
83,34.7938
84,34.9904
85,46.0607
86,48.6934
87,40.9837
88,42.3571
89,41.1788
90,42.1679
91,42.2635
92,42.3528
93,46.1493
94,39.4196
95,41.3164
96,40.7565
97,43.4078
98,42.6587
99,41.2207
100,44.0807
101,40.9412
102,47.8376
103,38.4801
104,37.5953
105,40.0967
106,45.2463
107,46.2117
108,40.1673
109,39.7841
110,39.0668
111,43.0531
112,43.4012
113,39.5596
114,47.2089
115,43.8318
116,42.6732
117,41.646
118,42.4142
119,39.1409
120,38.1348
121,38.6142
122,38.9275
123,36.6709
124,36.646
125,36.6225
126,36.8992
127,37.6177
128,37.6062
129,42.2374
130,44.0382
131,43.7997
132,40.1368
133,44.3872
134,39.6573
135,43.816
136,39.6208
137,39.71
138,36.4558
139,37.5702
140,38.4027
141,39.1016
142,37.5942
143,38.9734
144,36.1631
145,48.5357
146,47.3289
147,50.2494
148,46.9032
149,47.6418
150,45.4856
151,42.1807
152,42.7944
153,45.8589
154,42.354
155,46.0645
156,47.7746
157,48.9586
158,50.9378
159,43.7255
160,45.5286
161,43.9269
162,41.5969
163,39.9019
164,37.9794
165,37.6281
166,37.8887
167,38.3664
168,39.6273
169,39.1235
170,36.4679
171,39.0949
172,44.2519
173,36.7866
174,43.6322
175,39.2604
176,46.7969
177,48.0128
178,43.8753
179,41.4309
180,43.2315
181,44.2681
182,42.558
183,46.1819
184,41.0194
185,42.4337
186,37.8135
187,38.8863
188,39.4518
189,38.0932
190,37.9636
191,42.3785
192,39.0767
193,36.2316
194,36.6978
195,36.7837
196,38.0846
197,39.7397
198,38.1116
199,37.9136
200,49.1221
201,43.5558
202,41.5856
203,40.9928
204,42.7751
205,42.9007
206,42.0153
207,42.4143
208,47.1065
209,44.3455
210,41.9399
211,41.7848
212,40.0159
213,43.4703
214,42.6654
215,41.9974
